# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  571       3.336013111600e-10       1.589842997853e-12       3.033001601023e-12       0.000000000000e+00       4.811225769784e-14       2.365911551850e-15      -1.946242660191e-16 
  572       3.326599621304e-10       1.620543244745e-12       3.135538489545e-12       0.000000000000e+00       4.781739936050e-14       2.388334151816e-15      -2.036913559879e-16 
  573       3.316994739701e-10       1.651781129970e-12       3.234525695082e-12       0.000000000000e+00       4.752483515814e-14       2.411142456128e-15      -2.126781613466e-16 
  574       3.307204208259e-10       1.683546924193e-12       3.329878833318e-12       0.000000000000e+00       4.723453559164e-14       2.434317803849e-15      -2.215848282007e-16 
  575       3.297233860886e-10       1.715830717521e-12       3.421512781313e-12       0.000000000000e+00       4.694647029544e-14       2.457841240538e-15      -2.304115178888e-16 
  576       3.287089624342e-10       1.748622418663e-12       3.509341674961e-12       0.000000000000e+00       4.666060803293e-14       2.481693516935e-15      -2.391584070713e-16 
  577       3.276777518648e-10       1.781911754086e-12       3.593278906446e-12       0.000000000000e+00       4.637691669187e-14       2.505855087641e-15      -2.478256878190e-16 
  578       3.266303657503e-10       1.815688267179e-12       3.673237121701e-12       0.000000000000e+00       4.609536327975e-14       2.530306109796e-15      -2.564135677008e-16 
  579       3.255674248691e-10       1.849941317407e-12       3.749128217860e-12       0.000000000000e+00       4.581591391924e-14       2.555026441764e-15      -2.649222698730e-16 
  580       3.244895594499e-10       1.884660079475e-12       3.820863340720e-12       0.000000000000e+00       4.553853384357e-14       2.579995641810e-15      -2.733520331673e-16 
  581       3.233974092122e-10       1.919833542482e-12       3.888352882191e-12       0.000000000000e+00       4.526318739192e-14       2.605192966781e-15      -2.817031121794e-16 
  582       3.222916234082e-10       1.955450509085e-12       3.951506477761e-12       0.000000000000e+00       4.498983800485e-14       2.630597370790e-15      -2.899757773574e-16 
  583       3.211728349480e-10       1.991499452052e-12       4.010247124298e-12       0.000000000000e+00       4.471845375580e-14       2.656190397969e-15      -2.981701138439e-16 
  584       3.200415819832e-10       2.027968081703e-12       4.064553926086e-12       0.000000000000e+00       4.444902410690e-14       2.681964942808e-15      -3.062854123025e-16 
  585       3.188983844460e-10       2.064843766002e-12       4.114420411633e-12       0.000000000000e+00       4.418154356267e-14       2.707916706060e-15      -3.143207630476e-16 
  586       3.177437698194e-10       2.102113671297e-12       4.159840512381e-12       0.000000000000e+00       4.391600616915e-14       2.734041320168e-15      -3.222752559316e-16 
  587       3.165782731691e-10       2.139764761421e-12       4.200808565140e-12       0.000000000000e+00       4.365240551123e-14       2.760334348968e-15      -3.301479803623e-16 
  588       3.154024371757e-10       2.177783796811e-12       4.237319314522e-12       0.000000000000e+00       4.339073471002e-14       2.786791287390e-15      -3.379380253201e-16 
  589       3.142168121668e-10       2.216157333608e-12       4.269367915374e-12       0.000000000000e+00       4.313098642019e-14       2.813407561159e-15      -3.456444793760e-16 
  590       3.130219561492e-10       2.254871722770e-12       4.296949935211e-12       0.000000000000e+00       4.287315282733e-14       2.840178526493e-15      -3.532664307088e-16 
  591       3.118184348406e-10       2.293913109181e-12       4.320061356648e-12       0.000000000000e+00       4.261722564531e-14       2.867099469805e-15      -3.608029671227e-16 
  592       3.106068217020e-10       2.333267430757e-12       4.338698579836e-12       0.000000000000e+00       4.236319611363e-14       2.894165607408e-15      -3.682531760649e-16 
  593       3.093876979696e-10       2.372920417559e-12       4.352858424896e-12       0.000000000000e+00       4.211105499474e-14       2.921372085207e-15      -3.756161446431e-16 
  594       3.081616526873e-10       2.412857590898e-12       4.362538134347e-12       0.000000000000e+00       4.186079257144e-14       2.948713978409e-15      -3.828909596430e-16 
  595       3.069292827379e-10       2.453064262448e-12       4.367735375546e-12       0.000000000000e+00       4.161239864422e-14       2.976186291216e-15      -3.900767075457e-16 
  596       3.056911928762e-10       2.493525533349e-12       4.368448243116e-12       0.000000000000e+00       4.136586252859e-14       3.003783956532e-15      -3.971724745457e-16 
  597       3.044479957602e-10       2.534226293321e-12       4.364675261382e-12       0.000000000000e+00       4.112117305246e-14       3.031501835660e-15      -4.041773465678e-16 
  598       3.032003119839e-10       2.575151219771e-12       4.356415386806e-12       0.000000000000e+00       4.087831855347e-14       3.059334718001e-15      -4.110904092851e-16 
  599       3.019487701088e-10       2.616284776903e-12       4.343668010414e-12       0.000000000000e+00       4.063728687637e-14       3.087277320762e-15      -4.179107481362e-16 
  600       3.006940066963e-10       2.657611214822e-12       4.326432960238e-12       0.000000000000e+00       4.039806537034e-14       3.115324288648e-15      -4.246374483430e-16 
  601       2.994366663397e-10       2.699114568651e-12       4.304710503741e-12       0.000000000000e+00       4.016064088638e-14       3.143470193570e-15      -4.312695949281e-16 
  602       2.981774016963e-10       2.740778657633e-12       4.278501350258e-12       0.000000000000e+00       3.992499977464e-14       3.171709534339e-15      -4.378062727324e-16 
  603       2.969168735194e-10       2.782587084241e-12       4.247806653422e-12       0.000000000000e+00       3.969112788175e-14       3.200036736373e-15      -4.442465664323e-16 
  604       2.956557506905e-10       2.824523233292e-12       4.212628013603e-12       0.000000000000e+00       3.945901054822e-14       3.228446151395e-15      -4.505895605579e-16 
  605       2.943947102511e-10       2.866570271049e-12       4.172967480339e-12       0.000000000000e+00       3.922863260579e-14       3.256932057131e-15      -4.568343395098e-16 
  606       2.931344374353e-10       2.908711144332e-12       4.128827554768e-12       0.000000000000e+00       3.899997837472e-14       3.285488657016e-15      -4.629799875771e-16 
  607       2.918756257012e-10       2.950928579630e-12       4.080211192065e-12       0.000000000000e+00       3.877303166123e-14       3.314110079892e-15      -4.690255889547e-16 
  608       2.906189767637e-10       2.993205082207e-12       4.027121803873e-12       0.000000000000e+00       3.854777575478e-14       3.342790379707e-15      -4.749702277611e-16 
  609       2.893652006258e-10       3.035522935210e-12       3.969563260735e-12       0.000000000000e+00       3.832419342547e-14       3.371523535220e-15      -4.808129880555e-16 
  610       2.881150156115e-10       3.077864198780e-12       3.907539894529e-12       0.000000000000e+00       3.810226692138e-14       3.400303449696e-15      -4.865529538557e-16 
  611       2.868691483971e-10       3.120210709159e-12       3.841056500903e-12       0.000000000000e+00       3.788197796590e-14       3.429123950614e-15      -4.921892091555e-16 
  612       2.856283340438e-10       3.162544077803e-12       3.770118341706e-12       0.000000000000e+00       3.766330775511e-14       3.457978789362e-15      -4.977208379421e-16 
  613       2.843933160298e-10       3.204845690483e-12       3.694731147420e-12       0.000000000000e+00       3.744623695513e-14       3.486861640937e-15      -5.031469242140e-16 
  614       2.831648462818e-10       3.247096706401e-12       3.614901119598e-12       0.000000000000e+00       3.723074569946e-14       3.515766103653e-15      -5.084665519979e-16 
  615       2.819436852077e-10       3.289278057297e-12       3.530634933293e-12       0.000000000000e+00       3.701681358635e-14       3.544685698833e-15      -5.136788053671e-16 
  616       2.807306017285e-10       3.331370446557e-12       3.441939739492e-12       0.000000000000e+00       3.680441967614e-14       3.573613870516e-15      -5.187827684581e-16 
  617       2.795263733102e-10       3.373354348319e-12       3.348823167553e-12       0.000000000000e+00       3.659354248860e-14       3.602543985154e-15      -5.237775254887e-16 
  618       2.783317859961e-10       3.415210006590e-12       3.251293327633e-12       0.000000000000e+00       3.638416000032e-14       3.631469331314e-15      -5.286621607756e-16 
  619       2.771476344385e-10       3.456917434345e-12       3.149358813126e-12       0.000000000000e+00       3.617624964203e-14       3.660383119381e-15      -5.334357587514e-16 
  620       2.759747219315e-10       3.498456412643e-12       3.043028703092e-12       0.000000000000e+00       3.596978829597e-14       3.689278481253e-15      -5.380974039827e-16 
  621       2.748138604422e-10       3.539806489732e-12       2.932312564694e-12       0.000000000000e+00       3.576475229323e-14       3.718148470049e-15      -5.426461811873e-16 
  622       2.736657886674e-10       3.580948484875e-12       2.817228146585e-12       0.000000000000e+00       3.556112087560e-14       3.746986218732e-15      -5.470815147622e-16 
  623       2.725309240291e-10       3.621869040300e-12       2.697824652037e-12       0.000000000000e+00       3.535888667545e-14       3.775785420684e-15      -5.514041960662e-16 
  624       2.714096049324e-10       3.662556174116e-12       2.574160015810e-12       0.000000000000e+00       3.515804547612e-14       3.804539859801e-15      -5.556153802367e-16 
  625       2.703021722224e-10       3.702997784831e-12       2.446293267341e-12       0.000000000000e+00       3.495859276806e-14       3.833243252331e-15      -5.597162489796e-16 
  626       2.692089691911e-10       3.743181650927e-12       2.314284535570e-12       0.000000000000e+00       3.476052374728e-14       3.861889246627e-15      -5.637080106924e-16 
  627       2.681303415841e-10       3.783095430429e-12       2.178195053749e-12       0.000000000000e+00       3.456383331376e-14       3.890471422895e-15      -5.675919005866e-16 
  628       2.670666376069e-10       3.822726660488e-12       2.038087164259e-12       0.000000000000e+00       3.436851606990e-14       3.918983292943e-15      -5.713691808106e-16 
  629       2.660182079318e-10       3.862062756950e-12       1.894024323422e-12       0.000000000000e+00       3.417456631890e-14       3.947418299935e-15      -5.750411405719e-16 
  630       2.649854057049e-10       3.901091013930e-12       1.746071106322e-12       0.000000000000e+00       3.398197806324e-14       3.975769818137e-15      -5.786090962604e-16 
  631       2.639685865524e-10       3.939798603395e-12       1.594293211615e-12       0.000000000000e+00       3.379074500308e-14       4.004031152667e-15      -5.820743915706e-16 
  632       2.629681085873e-10       3.978172574727e-12       1.438757466344e-12       0.000000000000e+00       3.360086053467e-14       4.032195539249e-15      -5.854383976244e-16 
  633       2.619843324162e-10       4.016199854308e-12       1.279531830758e-12       0.000000000000e+00       3.341231774879e-14       4.060256143959e-15      -5.887025130938e-16 
  634       2.610176211463e-10       4.053867245090e-12       1.116685403124e-12       0.000000000000e+00       3.322510942920e-14       4.088206062974e-15      -5.918681643235e-16 
  635       2.600683403914e-10       4.091161426169e-12       9.502884245412e-13       0.000000000000e+00       3.303922805102e-14       4.116038322326e-15      -5.949368054537e-16 
  636       2.591368582791e-10       4.128068952363e-12       7.804122837589e-13       0.000000000000e+00       3.285466577919e-14       4.143745877652e-15      -5.979099185426e-16 
